image_path,category,architecture,defect_type,severity,mean_iou_disagreement,max_iou_disagreement,mean_spearman_disagreement,max_spearman_disagreement
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_034.png,screw,vit,scratch_neck,0.0071548150510204085,0.7331708333063965,0.8454996860909765,0.7617469022749136,0.9300721439703473
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_035.png,screw,vit,scratch_neck,0.004344706632653061,0.7646713684613493,0.854141690928812,0.8228132596107813,0.9826209211956994
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_036.png,screw,vit,scratch_neck,0.00253109056122449,0.7262546568440064,0.846092413006275,0.7352024078389817,0.9072286262898627
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_039.png,screw,vit,thread_side,0.00568000637755102,0.7138666332304308,0.8271590510693,0.7205718445084215,0.9086503805850281
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_042.png,screw,vit,thread_side,0.003706951530612245,0.7302619008443313,0.8652193577566711,0.7262955852024596,0.9216965446383599
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_044.png,screw,vit,thread_side,0.00408561862244898,0.7321041826273406,0.8558176367441597,0.7058909963692873,0.9258035080688286
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_045.png,screw,vit,thread_side,0.003706951530612245,0.7084054410882167,0.8433790480580846,0.7151001691443795,0.9312436817239444
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_046.png,screw,vit,thread_side,0.0015943877551020409,0.7040056710819876,0.8405060366241118,0.693219287990145,0.8452654279711189
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_047.png,screw,vit,thread_side,0.002291932397959184,0.7365663729070896,0.8696925329428989,0.7330711493536848,0.9717719656706152
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_048.png,screw,vit,thread_top,0.00643734056122449,0.7190810568241558,0.8504009163802978,0.7687116074338772,0.955909275909415
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_049.png,screw,vit,thread_top,0.005819515306122449,0.723656309597973,0.8199743320499359,0.7043327517905954,0.878685083667936
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_050.png,screw,vit,thread_top,0.007314253826530612,0.7303432848754481,0.829533618794121,0.7305228023047655,0.8882928722253559
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_053.png,screw,vit,thread_top,0.0052614795918367345,0.7021529274088207,0.8230639436783616,0.702827453536727,0.8624750232890304
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_054.png,screw,vit,thread_top,0.005301339285714286,0.7601785454582587,0.8847108121519546,0.8189481474300072,1.0482518262266052
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_055.png,screw,vit,thread_top,0.0038464604591836736,0.7710197117100012,0.8551052750735794,0.7925983242781757,0.9825928167613291
E:\Research\Code_Start\data\preprocessed\screw\test\def\screw_test_def_058.png,screw,vit,thread_top,0.0010562818877551021,0.7595800828430362,0.8813238243815467,0.8250483517327288,1.0392487421821546
